,GF Value,Ticker,Price,Market Capitalization,Sector,Industry,GFValuediff
1494,86.43,IX,92.9,21356051555.74716,Finance,Finance/Rental/Leasing,-6.96447793326157
1495,16.53,IVZ,17.685,7950369583.222825,Finance,Investment Managers,-6.530958439355373
1496,25.35,IVT,26.06,1742308364.0,Finance,Real Estate Investment Trusts,-2.7244819646968432
1497,250.44,ITW,261.18,78585367080.55418,Producer Manufacturing,Industrial Machinery,-4.11210659315415
1498,6.36,ITUB,6.795,60784177096.17679,Finance,Major Banks,-6.401766004415005
1499,104.17,ITT,118.015,9689031344.558762,Producer Manufacturing,Industrial Machinery,-11.731559547515147
1500,67.24,ITRI,75.35,3427880137.602233,Electronic Technology,Electronic Equipment/Instruments,-10.763105507631057
1501,96.96,ITGR,99.21,3306336696.567888,Health Technology,Medical Specialties,-2.2679165406713033
1502,223.67,ITCI,70.26,6761691166.878094,Health Technology,Pharmaceuticals: Major,218.34614289780808
1503,370.13,IT,443.35,34558515248.07756,Technology Services,Internet Software/Services,-16.515168602684113
1504,354.06,ISRG,336.66,118528427255.88252,Health Technology,Medical Specialties,5.168419176617352
1505,10.93,IRWD,11.25,1756451800.337838,Health Technology,Pharmaceuticals: Major,-2.8444444444444468
1506,143.81,IRTC,107.63,3298941116.4787087,Health Technology,Medical Specialties,33.615163058626784
1507,20.57,IRT,15.3,3494456542.0,Finance,Real Estate Investment Trusts,34.44444444444444
1508,0.0,IRON,59.94,1446977256.5415237,Health Technology,Biotechnology,-100.0
1509,58.24,IRM,69.19,20161880215.0,Finance,Real Estate Investment Trusts,-15.825986414221703
1510,57.08,IRDM,40.79,5051864523.398074,Communications,Specialty Telecommunications,39.9362588869821
1511,37.86,IRBT,38.87,1083136108.827845,Consumer Durables,Electronics/Appliances,-2.5984049395420583
1512,70.13,IR,75.91,30728138968.113457,Producer Manufacturing,Industrial Machinery,-7.614280068502175
1513,247.67,IQV,229.82,41942150334.71365,Health Services,Services to the Health Industry,7.766948046297101
1514,14.68,IQ,4.62,4525162150.0,Technology Services,Internet Software/Services,217.7489177489177
1515,123.19,IPGP,107.97,5066217434.205342,Electronic Technology,Semiconductors,14.096508289339631
1516,31.47,IPG,32.945,12618071196.64847,Commercial Services,Advertising/Marketing Services,-4.4771589011989725
1517,144.06,IPAR,142.63,4561422098.543165,Consumer Non-Durables,Household/Personal Care,1.0025941246582113
1518,51.06,IP,36.655,12683264893.05823,Process Industries,Containers/Packaging,39.29886782157959
1519,0.0,IOVA,8.19,2095972127.8174903,Health Technology,Biotechnology,-100.0
1520,0.0,IOT,34.87,18842222486.5182,Technology Services,Packaged Software,-100.0
1521,120.69,IOSP,123.9,3080872551.46901,Process Industries,Chemicals: Major Diversified,-2.5907990314770037
1522,33.85,IONS,49.9,7159258985.933618,Health Technology,Pharmaceuticals: Major,-32.16432865731463
1523,0.0,IONQ,13.87,2839252865.3654823,Electronic Technology,Computer Processing Hardware,-100.0
1524,35.0,INVH,34.46,20941212129.0,Finance,Real Estate Investment Trusts,1.5670342426001136
1525,14.29,INVA,16.38,1049739718.5638494,Health Technology,Pharmaceuticals: Major,-12.75946275946276
1526,568.31,INTU,621.506,173981903763.12213,Technology Services,Packaged Software,-8.559209404253544
1527,0.0,INTR,5.3177,2136668076.9783213,Finance,Major Banks,-99.99999999999999
1528,32.27,INTC,47.37,199711927767.55307,Electronic Technology,Semiconductors,-31.87671522060375
1529,0.0,INTA,38.38,2673391312.684845,Technology Services,Packaged Software,-100.0
1530,44.94,INSW,48.105,2352767891.899199,Transportation,Marine Shipping,-6.579357655129402
1531,0.0,INST,27.33,3954545727.2898607,Technology Services,Packaged Software,-100.0
1532,461.71,INSP,198.765,5868375260.558484,Health Technology,Medical Specialties,132.28938696450584
1533,27.99,INSM,29.84,4268971806.2977567,Health Technology,Pharmaceuticals: Major,-6.19973190348526
1534,45.87,INMD,22.9022,1906187556.2333777,Health Technology,Medical Specialties,100.28643536428814
1535,109.31,INGR,107.88,7032963092.117287,Consumer Non-Durables,Food: Specialty/Candy,1.3255469039673775
1536,15.74,ING,15.08,53498418420.21536,Finance,Major Banks,4.376657824933688
1537,23.26,INFY,18.74,76570664266.124,Technology Services,Information Technology Services,24.119530416222005
1538,7.81,INFN,4.772,1082880168.3635592,Electronic Technology,Telecommunications Equipment,63.66303436714165
1539,0.0,INFA,28.83,9663136283.864347,Technology Services,Packaged Software,-100.0
1540,24.6,INDV,15.495,2118338821.337318,Health Technology,Pharmaceuticals: Major,58.760890609874174
1541,0.0,INDI,8.4,1514507090.155689,Electronic Technology,Semiconductors,-100.0
1542,91.22,INDB,65.76,2878256148.777896,Finance,Regional Banks,38.71654501216544
1543,89.15,INCY,62.415,13987777757.692656,Health Technology,Pharmaceuticals: Major,42.83425458623729
1544,1.2,INBX,31.15,1473104163.4588354,Health Technology,Biotechnology,-96.14767255216694
1545,0.0,IMVT,39.75,5750311951.323529,Health Technology,Biotechnology,-100.0
1546,67.12,IMO,56.74,30403378212.252518,Energy Minerals,Integrated Oil,18.29397250616849
1547,89.47,IMKTA,85.5908,1593317841.111078,Retail Trade,Food Retail,4.5322628132930145
1548,15.23,IMGN,29.585,7918793641.02542,Health Technology,Biotechnology,-48.52121007267196
1549,120.41,IMCR,62.5,3020183067.0,Health Technology,Biotechnology,92.656
1550,232.61,ILMN,141.495,22469405746.73576,Health Technology,Biotechnology,64.39450157249372
1551,0.0,IIPR/PA,26.01,2794169028.0,Finance,Real Estate Investment Trusts,-100.0
1552,177.47,IIPR,100.84,2794169028.0,Finance,Real Estate Investment Trusts,75.99166997223324
1553,0.0,IHS,4.345,1442192535.653756,Industrial Services,Engineering & Construction,-100.0
1554,69.83,IHG,90.92,14837960251.2145,Consumer Services,Hotels/Resorts/Cruise lines,-23.19621645402552
1555,25.61,IGT,27.59,5581181007.765988,Consumer Services,Casinos/Gaming,-7.176513229430955
1556,27.98,IFS,21.555,2488475184.528139,Finance,Investment Managers,29.807469264671777
1557,113.24,IFF,81.475,20798867491.970474,Consumer Non-Durables,Food: Specialty/Candy,38.987419453820195
1558,242.3,IEX,214.31,16207309885.38074,Producer Manufacturing,Industrial Machinery,13.060519807755124
1559,65.98,IESC,82.75,1671071720.3035648,Industrial Services,Engineering & Construction,-20.265861027190326
1560,42.32,IEP,17.3,7106891847.946903,Energy Minerals,Oil Refining/Marketing,144.6242774566474
1561,0.0,IE,10.43,1241563931.0,Non-Energy Minerals,Other Metals/Minerals,-100.0
1562,9.1,IDYA,34.51,2224496391.42082,Health Technology,Pharmaceuticals: Major,-73.63083164300203
1563,547.96,IDXX,555.7425,46155360613.15997,Health Technology,Medical Specialties,-1.400378772543024
1564,96.42,IDCC,111.0,2853050223.4833484,Technology Services,Packaged Software,-13.135135135135133
1565,119.88,IDA,97.01,4910184380.762741,Utilities,Electric Utilities,23.574889186681776
1566,257.53,ICUI,97.48,2353174534.275554,Health Technology,Medical Specialties,164.18752564628636
1567,277.78,ICLR,283.295,23322820207.965008,Commercial Services,Miscellaneous Commercial Services,-1.946733969890059
1568,8.18,ICL,5.08,6550305625.507762,Process Industries,Chemicals: Agricultural,61.02362204724408
1569,121.8,ICFI,133.77,2517138625.725768,Commercial Services,Miscellaneous Commercial Services,-8.948194662480386
1570,96.99,ICE,124.92,71499699270.8766,Finance,Investment Banks/Brokers,-22.358309317963503
1571,64.87,IBTX,50.36,2079020887.1716497,Finance,Regional Banks,28.81254964257348
1572,0.0,IBRX,4.332,2892499666.45,Health Technology,Pharmaceuticals: Major,-100.0
1573,136.55,IBP,186.5,5298293088.529317,Industrial Services,Engineering & Construction,-26.782841823056295
1574,61.65,IBOC,52.28,3244416481.2937093,Finance,Regional Banks,17.92272379495026
1575,19.44,IBN,23.89,84539678078.74059,Finance,Regional Banks,-18.62704060276266
1576,141.08,IBM,161.54,147505176120.12585,Technology Services,Information Technology Services,-12.66559366101274
1577,93.77,IBKR,82.35,34668674089.13226,Finance,Investment Banks/Brokers,13.867638129933216
1578,0.0,IAS,14.98,2371074539.0,Technology Services,Packaged Software,-100.0
1579,63.74,IART,44.69,3493676734.71844,Health Technology,Medical Specialties,42.62698590288657
1580,2.3,IAG,2.735,1316355459.596591,Non-Energy Minerals,Precious Metals,-15.904936014625232
1581,100.98,IAC,53.2,4567263597.681269,Technology Services,Internet Software/Services,89.81203007518796
1582,52.83,HY,59.56,1023597883.417938,Producer Manufacturing,Industrial Machinery,-11.299529885829424
1583,74.27,HXL,73.98,6222554055.751433,Electronic Technology,Aerospace & Defense,0.39199783725330095
1584,0.0,HWM/P,58.25,22015971124.0,Electronic Technology,Aerospace & Defense,-100.0
1585,46.83,HWM,53.655,22092143831.273987,Electronic Technology,Aerospace & Defense,-12.720156555772999
1586,49.56,HWKN,71.42,1495802645.457035,Process Industries,Chemicals: Specialty,-30.60767292075049
1587,0.0,HWCPZ,25.42,4120610198.000001,Finance,Regional Banks,-100.0
1588,52.33,HWC,48.33,4163685780.249634,Finance,Regional Banks,8.276432857438444
1589,1.67,HUT,12.8999,1140698753.331909,Technology Services,Data Processing Services,-87.05416321056752
1590,95.57,HURN,100.03,1875348998.1862009,Commercial Services,Miscellaneous Commercial Services,-4.458662401279624
1591,29.76,HUN,25.745,4487029094.82706,Process Industries,Chemicals: Major Diversified,15.595261215770053
1592,584.8,HUM,453.72,55857795168.944,Health Services,Managed Health Care,28.890064356872063
1593,605.86,HUBS,584.25,29405619926.234634,Technology Services,Packaged Software,3.6987590928540888
1594,76.69,HUBG,92.81,2948283362.968876,Transportation,Air Freight/Couriers,-17.36881801530008
1595,273.72,HUBB,326.05,17483469148.833,Producer Manufacturing,Electrical Products,-16.049685631038177
1596,2.62,HTZ,10.469,3222491571.64073,Finance,Finance/Rental/Leasing,-74.9737319705798
1597,0.0,HTLFP,24.96,1602796518.0,Finance,Regional Banks,-100.0
1598,48.41,HTLF,38.4,1638205650.5509715,Finance,Regional Banks,26.06770833333333
1599,28.97,HTLD,14.44,1141145179.319149,Transportation,Trucking,100.62326869806094
1600,49.41,HTHT,34.176,11353911801.728,Consumer Services,Hotels/Resorts/Cruise lines,44.57514044943818
1601,26.35,HTH,34.94,2277033544.8239694,Finance,Regional Banks,-24.58500286204922
1602,22.87,HTGC,16.38,2475664692.48,Finance,Investment Managers,39.62148962148964
1603,250.52,HSY,181.74,37165548497.79315,Consumer Non-Durables,Food: Specialty/Candy,37.84527346759106
1604,27.72,HST,19.695,13805402104.0,Finance,Real Estate Investment Trusts,40.74638233054074
1605,86.03,HSIC,75.02,9747973932.066145,Distribution Services,Medical Distributors,14.676086376966149
1606,24.88,HSBC,39.99,152154736316.861,Finance,Major Banks,-37.784446111527885
1607,0.0,HSAI,8.64,1105959817.0,Electronic Technology,Aerospace & Defense,-100.0
1608,73.96,HRMY,32.775,1919695558.2254567,Health Technology,Pharmaceuticals: Major,125.6598016781083
1609,47.85,HRL,31.75,17362172832.13609,Consumer Non-Durables,Food: Meat/Fish/Dairy,50.708661417322844
1610,183.49,HRI,148.27,4191253794.775252,Finance,Finance/Rental/Leasing,23.753962365954003
1611,35.14,HRB,47.42,6825211648.12083,Consumer Services,Other Consumer Services,-25.896246309574018
1612,26.18,HR,17.07,6474858917.0,Finance,Real Estate Investment Trusts,53.3684827182191
1613,75.45,HQY,65.79,5644857147.426604,Finance,Investment Managers,14.683082535339711
1614,31.6,HPQ,30.25,29974798984.032845,Electronic Technology,Computer Processing Hardware,4.462809917355377
1615,0.0,HPP/PC,13.0,1282498013.0,Finance,Real Estate Investment Trusts,-100.0
1616,24.78,HPP,9.04,1282498013.0,Finance,Real Estate Investment Trusts,174.11504424778767
1617,84.5,HPK,14.48,1859535105.5597484,Energy Minerals,Oil & Gas Production,483.5635359116022
1618,16.06,HPE,17.0596,21885159422.86861,Electronic Technology,Computer Processing Hardware,-5.859457431592775
1619,67.6,HP,37.56,3734473778.108677,Industrial Services,Contract Drilling,79.97870074547387
1620,15.1,HOPE,12.1,1453305593.027523,Finance,Major Banks,24.793388429752067
1621,0.0,HOOD,13.055,11289728543.098911,Finance,Investment Banks/Brokers,-100.0
1622,222.91,HON,205.605,135545223758.18932,Electronic Technology,Aerospace & Defense,8.416624109335865
1623,25.94,HOMB,25.41,5127011525.48456,Finance,Regional Banks,2.0857929948839082
1624,61.08,HOLX,71.41,17138599329.05305,Health Technology,Medical Specialties,-14.465761097885448
1625,20.0,HOLI,25.8005,1600212227.2638755,Producer Manufacturing,Electrical Products,-22.482122439487604
1626,39.86,HOG,35.8745,4996227451.119671,Consumer Durables,Motor Vehicles,11.109562502613283
1627,37.37,HNI,42.51,1980091997.018479,Producer Manufacturing,Office Equipment/Supplies,-12.091272641731358
1628,4.53,HMY,6.505,3890881083.3888,Non-Energy Minerals,Precious Metals,-30.36126056879323
1629,41.19,HMN,32.78,1338579848.1936672,Finance,Property/Casualty Insurance,25.65588773642464
1630,28.03,HMC,30.62,53734341219.41938,Consumer Durables,Motor Vehicles,-8.458523840627041
1631,4.81,HLX,10.805,1628434875.8334875,Industrial Services,Oilfield Services/Equipment,-55.48357242017585
1632,150.95,HLT,182.49,46797792838.24184,Consumer Services,Hotels/Resorts/Cruise lines,-17.283138802126153
1633,76.83,HLNE,111.89,6043131921.720681,Finance,Investment Managers,-31.33434623290732
1634,0.0,HLN,8.175,37578695480.0355,Distribution Services,Medical Distributors,-100.0
1635,9.45,HLMN,9.02,1758025118.5845468,Distribution Services,Wholesale Distributors,4.767184035476715
1636,13.33,HLIT,12.265,1376009439.855167,Electronic Technology,Telecommunications Equipment,8.683245006114957
1637,72.31,HLIO,44.35,1465900149.8945243,Producer Manufacturing,Industrial Machinery,63.043968432919954
1638,95.15,HLI,119.41,8261560510.811564,Finance,Investment Banks/Brokers,-20.316556402311356
1639,26.42,HLF,15.1,1496597981.9827583,Distribution Services,Medical Distributors,74.96688741721856
1640,0.0,HL/PB,53.725,3078799600.0,Non-Energy Minerals,Precious Metals,-100.0
1641,4.76,HL,5.1209,3165908608.763052,Non-Energy Minerals,Precious Metals,-7.047589290944952
1642,41.16,HIW,23.14,2414034079.0,Finance,Real Estate Investment Trusts,77.87381158167673
1643,6.51,HIMX,6.135,1056964132.0000002,Electronic Technology,Semiconductors,6.112469437652812
1644,11.76,HIMS,8.54,1810424685.6255813,Health Services,Medical/Nursing Services,37.70491803278689
1645,233.56,HII,255.31,10141796062.824265,Electronic Technology,Aerospace & Defense,-8.519055266147037
1646,0.0,HIG/PG,25.18,23781868461.0,Finance,Multi-Line Insurance,-100.0
1647,86.32,HIG,79.58,23935261061.418747,Finance,Multi-Line Insurance,8.469464689620501
1648,56.93,HI,46.79,3271621035.422554,Producer Manufacturing,Industrial Conglomerates,21.671297285744817
1649,57.13,HHH,84.2494,4219117501.090495,Finance,Real Estate Development,-32.18942805527398
1650,68.43,HGV,42.06,4541807852.705153,Finance,Real Estate Development,62.69614835948646
1651,0.0,HGTY,8.07,2708473132.15875,Finance,Property/Casualty Insurance,-100.0
1652,0.0,HG,14.7,1524157373.7373738,Finance,Multi-Line Insurance,-100.0
1653,14.48,HESM,31.67,7273659710.200826,Energy Minerals,Integrated Oil,-54.27849700031576
1654,137.76,HES,147.765,45387320178.04977,Energy Minerals,Integrated Oil,-6.770886204446247
1655,187.51,HELE,120.7244,2866328814.940693,Consumer Durables,Home Furnishings,55.32071395674775
1656,188.07,HEI.A,142.425,21707913998.93317,Electronic Technology,Aerospace & Defense,32.0484465508162
1657,234.35,HEI,179.94,21787308571.20906,Electronic Technology,Aerospace & Defense,30.2378570634656
1658,48.94,HEES,52.07,1897947634.1817484,Finance,Finance/Rental/Leasing,-6.011138851546
1659,46.42,HE,14.07,1549446086.9999998,Utilities,Electric Utilities,229.92181947405828
1660,86.94,HDB,66.55,153707834872.61426,Finance,Regional Banks,30.638617580766343
1661,329.7,HD,350.0956,348436813905.6459,Retail Trade,Home Improvement Chains,-5.8257230310806545
1662,0.0,HCXY,24.65,2456016560.0,Finance,Investment Managers,-100.0
1663,0.0,HCP,23.545,4648655114.832411,Technology Services,Packaged Software,-99.99999999999999
1664,70.95,HCM,16.925,2943866844.9280005,Health Technology,Pharmaceuticals: Major,319.20236336779914
1665,39.62,HCC,61.83,3216329870.7200785,Energy Minerals,Coal,-35.92107391234029
1666,297.08,HCA,269.33,72089090707.02849,Health Services,Hospital/Nursing Management,10.303345338432408
1667,4.94,HBM,5.64,1967840225.2216213,Non-Energy Minerals,Other Metals/Minerals,-12.411347517730485
1668,10.35,HBI,4.08,1428165377.9568346,Consumer Non-Durables,Apparel/Footwear,153.6764705882353
1669,0.0,HBANP,18.065,18303669423.0,Finance,Major Banks,-100.0
1670,0.0,HBANM,21.61,18303669423.0,Finance,Major Banks,-100.0
1671,0.0,HBANL,24.8437,18303669423.0,Finance,Major Banks,-100.0
1672,15.13,HBAN,12.74,18448476934.25791,Finance,Major Banks,18.75981161695448
1673,10.32,HAYW,13.52,2889211423.698002,Consumer Durables,Recreational Products,-23.668639053254434
1674,27.32,HASI,28.2,3088443821.0,Finance,Real Estate Investment Trusts,-3.1205673758865213
1675,67.14,HAS,51.42,7135252585.953407,Consumer Durables,Recreational Products,30.57176196032672
1676,83.3,HALO,37.51,4955000400.240238,Health Technology,Biotechnology,122.07411356971475
1677,39.52,HAL,36.93,33054260865.44214,Industrial Services,Oilfield Services/Equipment,7.013268345518558
1678,91.27,HAE,86.22,4375016402.738947,Health Technology,Medical Specialties,5.85710971932266
1679,155.29,H,130.53,13462725764.718529,Consumer Services,Hotels/Resorts/Cruise lines,18.968819428483865
1680,0.0,GYRE,28.93,2215564318.0000005,Health Technology,Pharmaceuticals: Major,-100.0
1681,0.0,GXO,62.215,7400779268.395041,Transportation,Air Freight/Couriers,-100.0
1682,669.66,GWW,823.4,40868756080.35484,Distribution Services,Wholesale Distributors,-18.671362642700995
1683,99.99,GWRE,107.7,8823920093.620481,Technology Services,Information Technology Services,-7.15877437325906
1684,36.77,GVA,50.565,2221487954.237367,Industrial Services,Engineering & Construction,-27.28171660239295
1685,32.4,GTY,29.89,1559972322.0,Finance,Real Estate Investment Trusts,8.397457343593167
1686,2.92,GTX,9.07,2198747326.711883,Producer Manufacturing,Auto Parts: OEM,-67.80595369349504
1687,0.0,GTLS/PB,55.19,5779456665.0,Producer Manufacturing,Industrial Machinery,-100.0
1688,330.39,GTLS,136.38,5830329905.856202,Producer Manufacturing,Industrial Machinery,142.2569291684998
1689,0.0,GTLB,63.64,9919185320.26439,Technology Services,Packaged Software,-100.0
1690,15.23,GTES,13.15,3473030636.5558105,Producer Manufacturing,Industrial Machinery,15.817490494296578
1691,14.3,GT,14.72,4173833240.6153846,Consumer Durables,Automotive Aftermarket,-2.853260869565217
1692,4.71,GSM,6.53,1223941108.0000002,Non-Energy Minerals,Other Metals/Minerals,-27.871362940275652
1693,0.0,GSK,36.94,75251298741.92151,Health Technology,Pharmaceuticals: Major,-100.0
1694,79.17,GSHD,78.95,2989432368.5613723,Finance,Insurance Brokers/Services,0.27865737808739566
1695,18.65,GSBD,15.37,1683991305.0084853,Finance,Investment Managers,21.340273259596614
1696,1.96,GSAT,1.8903,3591569990.950692,Communications,Wireless Telecommunications,3.6872454107813506
1697,0.0,GS/PK,25.4,124108620254.0,Finance,Investment Banks/Brokers,-100.0
1698,0.0,GS/PD,21.85,124108620254.0,Finance,Investment Banks/Brokers,-100.0
1699,0.0,GS/PC,21.99,124108620254.0,Finance,Investment Banks/Brokers,-100.00000000000001
1700,0.0,GS/PA,22.1,124108620254.0,Finance,Investment Banks/Brokers,-100.0
1701,331.12,GS,382.94,124881506792.61836,Finance,Investment Banks/Brokers,-13.532146028098394
1702,77.38,GRP.U,56.93,3594182483.2443995,Finance,Real Estate Investment Trusts,35.921306868083605
1703,0.0,GRND,8.5,1485522817.9034157,Technology Services,Internet Software/Services,-100.0
1704,114.03,GRMN,127.42,24379406526.0,Electronic Technology,Telecommunications Equipment,-10.508554387066395
1705,21.08,GRFS,10.61,9374077279.677288,Health Technology,Pharmaceuticals: Major,98.68049010367578
1706,0.0,GRBK/PA,18.01,2363759017.0,Consumer Durables,Homebuilding,-100.0
1707,43.72,GRBK,52.103,2364348935.741044,Consumer Durables,Homebuilding,-16.089284686102534
1708,0.0,GRAB,3.2608,12588801725.578407,Transportation,Other Transportation,-100.00000000000001
1709,12.76,GPS,21.395,7933979383.80494,Retail Trade,Apparel/Footwear Retail,-40.35989717223651
1710,27.44,GPRE,25.75,1532461869.2921042,Process Industries,Chemicals: Specialty,6.563106796116509
1711,52392.14,GPOR,136.64,2491667513.9845552,Energy Minerals,Oil & Gas Production,38243.193793911014
1712,146.62,GPN,126.71,32993833862.8578,Commercial Services,Miscellaneous Commercial Services,15.713045537053123
1713,24.33,GPK,24.735,7570218159.440205,Process Industries,Containers/Packaging,-1.6373559733171665
1714,291.32,GPI,299.7,4142676168.410317,Retail Trade,Specialty Stores,-2.796129462796128
1715,0.0,GPCR,34.27,1184953000.0,Commercial Services,Miscellaneous Commercial Services,-100.0
1716,169.53,GPC,138.0279,19351045872.64929,Distribution Services,Wholesale Distributors,22.82299448155048
1717,28.95,GOOS,12.39,1255854098.6172106,Consumer Non-Durables,Apparel/Footwear,133.65617433414042
1718,144.03,GOOGL,141.21,1775329313114.0493,Technology Services,Internet Software/Services,1.9970257063947263
1719,145.28,GOOG,142.555,1774796907017.9795,Technology Services,Internet Software/Services,1.911542913261544
1720,58.81,GOLF,63.13,4127296570.7477455,Consumer Durables,Recreational Products,-6.843022334864565
1721,18.1,GOLD,18.375,32266500516.19497,Non-Energy Minerals,Precious Metals,-1.4965986394557746
1722,13.26,GOGO,10.02,1290990508.212766,Communications,Wireless Telecommunications,32.33532934131737
1723,5.99,GOGL,9.735,1942164648.2115588,Transportation,Marine Shipping,-38.46944016435541
1724,0.0,GOF,13.0891,1466000000.0,Miscellaneous,Investment Trusts/Mutual Funds,-100.0
1725,35.79,GO,27.33,2713028133.957048,Retail Trade,Food Retail,30.9549945115258
1726,4.1,GNW,6.85,3089382480.2492666,Finance,Life/Health Insurance,-40.14598540145985
1727,38.27,GNTX,32.66,7618029684.225856,Producer Manufacturing,Auto Parts: OEM,17.176974892835297
1728,270.54,GNRC,129.21,7937574473.157025,Producer Manufacturing,Electrical Products,109.38007894125842
1729,0.0,GNL/PE,20.64,2234970248.0,Finance,Real Estate Investment Trusts,-100.0
1730,0.0,GNL/PD,20.82,2234970248.0,Finance,Real Estate Investment Trusts,-100.0
1731,0.0,GNL/PB,19.7,2234970248.0,Finance,Real Estate Investment Trusts,-100.0
1732,0.0,GNL/PA,20.029,2234970248.0,Finance,Real Estate Investment Trusts,-100.0
1733,13.55,GNL,9.785,2234970248.0,Finance,Real Estate Investment Trusts,38.47726111394993
1734,67.13,GMS,82.66,3291328281.918797,Distribution Services,Wholesale Distributors,-18.78780546818292
1735,97.04,GMED,54.36,7490437546.06968,Health Technology,Medical Specialties,78.51361295069906
1736,24.61,GME,16.78,5126530030.093051,Retail Trade,Electronics/Appliance Stores,46.66269368295588
1737,56.12,GMAB,31.18,20435069993.69383,Health Technology,Pharmaceuticals: Major,79.98717126363053
1738,52.63,GM,36.39,49835420910.1622,Consumer Durables,Motor Vehicles,44.627644957405884
1739,33.56,GLW,30.32,25868262190.409546,Electronic Technology,Electronic Components,10.686015831134572
1740,48.66,GLPI,48.65,12931571234.0,Finance,Real Estate Investment Trusts,0.020554984583757475
1741,57.08,GLPG,39.69,2588514920.31499,Health Technology,Biotechnology,43.814562862181916
1742,0.0,GLP/PB,26.0203,1407756280.0,Distribution Services,Wholesale Distributors,-100.0
1743,0.0,GLP/PA,26.06,1407756280.0,Distribution Services,Wholesale Distributors,-100.0
1744,32.71,GLP,41.49,1410475925.071239,Distribution Services,Wholesale Distributors,-21.16172571704025
1745,315.44,GLOB,235.16,9940133778.603989,Technology Services,Information Technology Services,34.138458921585304
1746,23.54,GLNG,23.2455,2436081900.925141,Transportation,Marine Shipping,1.2669118754167443
1747,44.74,GLBE,40.5,6620430167.384845,Retail Trade,Internet Retail,10.469135802469141
1748,0.0,GL/PD,18.63,11451427398.0,Finance,Life/Health Insurance,-100.0
1749,118.28,GL,122.185,11499898550.37914,Finance,Life/Health Insurance,-3.1959733191471957
1750,57.53,GKOS,86.185,4205792128.569616,Health Technology,Medical Specialties,-33.248245054243775
1751,76.93,GIS,64.579,36673776616.46257,Consumer Non-Durables,Food: Major Diversified,19.12541228572758
1752,72.94,GILD,79.41,98948185288.9711,Health Technology,Biotechnology,-8.14758846492885
1753,38.42,GIL,32.92,5668817330.095756,Consumer Non-Durables,Apparel/Footwear,16.707168894289186
1754,29.97,GIII,33.45,1529590223.4277663,Consumer Non-Durables,Apparel/Footwear,-10.403587443946199
1755,38.08,GIC,38.92,1481437057.9439251,Retail Trade,Internet Retail,-2.158273381294973
1756,103.98,GIB,106.85,24699110714.797245,Technology Services,Information Technology Services,-2.6860084230229204
1757,830.38,GHC,683.33,3105281129.0,Consumer Services,Other Consumer Services,21.519617168864233
1758,66.19,GH,27.81,3281364128.185714,Health Services,Medical/Nursing Services,138.0079108234448
1759,79.36,GGG,86.05,14524213533.372433,Producer Manufacturing,Industrial Machinery,-7.774549680418359
1760,5.52,GGB,4.865,8055132858.085601,Non-Energy Minerals,Steel,13.46351490236381
1761,19.26,GGAL,17.62,3158515127.676084,Finance,Regional Banks,9.307604994324635
1762,0.0,GFS,60.395,33081664279.21134,Electronic Technology,Semiconductors,-100.0
1763,37.09,GFL,33.58,12424095675.114723,Industrial Services,Environmental Services,10.452650387135215
1764,11.32,GFI,16.42,14509673454.7808,Non-Energy Minerals,Precious Metals,-31.05968331303289
1765,31.02,GFF,58.48,3050593717.820548,Producer Manufacturing,Building Products,-46.95622435020519
1766,0.0,GETY,5.46,2200256196.981818,Technology Services,Internet Software/Services,-100.0
1767,22.36,GES,23.65,1270011931.9310489,Consumer Non-Durables,Apparel/Footwear,-5.4545454545454515
1768,0.46,GERN,2.29,1243616484.348214,Health Technology,Biotechnology,-79.91266375545851
1769,7.7,GEO,11.04,1399758472.0,Finance,Real Estate Investment Trusts,-30.25362318840579
1770,6.16,GENI,6.2701,1425955176.0005324,Technology Services,Packaged Software,-1.755952855616339
1771,29.85,GEN,23.275,14912648128.545084,Technology Services,Packaged Software,28.24919441460796
1772,13.49,GEL,12.12,1485660088.08867,Process Industries,Chemicals: Specialty,11.303630363036314
1773,0.0,GEHC,77.68,35363275879.72743,Health Technology,Medical Specialties,-100.0
1774,60.41,GEF.B,67.74,3144626005.4465804,Process Industries,Containers/Packaging,-10.820785355772067
1775,59.88,GEF,66.465,3132583079.2257195,Process Industries,Containers/Packaging,-9.907470097043557
1776,71.42,GE,127.59,138867169331.0126,Producer Manufacturing,Industrial Machinery,-44.02382631867701
1777,19.23,GDYN,13.53,1022732031.5177776,Technology Services,Information Technology Services,42.12860310421287
1778,0.0,GDV,21.513,1933370000.0,Miscellaneous,Investment Trusts/Mutual Funds,-100.0
1779,33.19,GDS,8.38,1524490365.824,Technology Services,Data Processing Services,296.0620525059665
1780,9.12,GDRX,6.5113,2644449453.633824,Technology Services,Internet Software/Services,40.06419608987451
1781,41.15,GDEN,39.97,1143805512.0730846,Consumer Services,Movies/Entertainment,2.9522141606204646
1782,95.66,GDDY,107.285,15141186774.382414,Technology Services,Data Processing Services,-10.83562473784779
1783,237.95,GD,253.77,69253039508.06743,Electronic Technology,Aerospace & Defense,-6.2339914095440845
1784,5.18,GCMG,8.89,1664419594.9853933,Finance,Investment Managers,-41.73228346456694
1785,53.73,GBX,43.76,1361043997.2545035,Producer Manufacturing,Trucks/Construction/Farm Machinery,22.783363802559414
1786,0.0,GBTG,6.19,2890871345.378862,Consumer Services,Other Consumer Services,-100.0
