AveragePriceTarget,SmartScore,Ticker,Price,Market Capitalization,Sector,Industry,AveragePriceTarget_percent
70.17,6.0,SIMO,58.805,2007109143.0,Electronic Technology,Semiconductors,19.326587875180685
6.81,8.0,SILV,6.87,1001703436.4863328,Non-Energy Minerals,Precious Metals,-0.8733624454148544
,,SIGIP,17.29,5991596070.0,Finance,Property/Casualty Insurance,
110.2,6.0,SIGI,99.64,6037037439.728992,Finance,Property/Casualty Insurance,10.598153352067445
106.0,9.0,SIG,102.32,4534542132.648187,Retail Trade,Specialty Stores,3.596559812353408
4.1,6.0,SID,3.8715,5134719672.625199,Non-Energy Minerals,Steel,5.902105127211661
302.28,7.0,SHW,307.51,78712131986.54106,Process Industries,Industrial Specialties,-1.700757698936626
74.14,8.0,SHOP,76.62,98440847861.37904,Technology Services,Packaged Software,-3.2367528060558652
40.71,7.0,SHOO,42.8,3193231267.2668514,Consumer Non-Durables,Apparel/Footwear,-4.88317757009345
10.17,1.0,SHO/PI,21.64,2237285566.0,Finance,Real Estate Investment Trusts,-53.00369685767098
10.17,1.0,SHO/PH,22.49,2237285566.0,Finance,Real Estate Investment Trusts,-54.779902178746106
10.17,1.0,SHO,10.97,2237285566.0,Finance,Real Estate Investment Trusts,-7.292616226071109
24.38,2.0,SHLS,15.9,2702038059.034091,Electronic Technology,Semiconductors,53.33333333333332
22.0,4.0,SHEN,21.13,1062088186.6951972,Communications,Major Telecommunications,4.1173686701372505
71.13,7.0,SHEL,66.02,210982622307.0775,Energy Minerals,Integrated Oil,7.740078764010906
7.0,6.0,SHCO,7.32,1438860684.381215,Commercial Services,Miscellaneous Commercial Services,-4.371584699453556
16.67,8.0,SHC,16.71,4722623865.78919,Health Technology,Medical Specialties,-0.23937761819269388
69.0,6.0,SHAK,73.955,3128471991.1832795,Consumer Services,Restaurants,-6.700020282604284
43.0,6.0,SGRY,33.09,4450382859.000001,Health Services,Hospital/Nursing Management,29.948624962224223
41.99,4.0,SGML,33.33,3649635063.3420806,Non-Energy Minerals,Other Metals/Minerals,25.982598259825995
5.0,4.0,SGHC,3.065,1527938206.747541,Consumer Services,Casinos/Gaming,63.13213703099511
14.29,3.0,SG,11.46,1289264989.3187392,Consumer Services,Restaurants,24.694589877835934
17.1,8.0,SFNC,19.965,2498990918.599445,Finance,Major Banks,-14.350112697220126
37.89,6.0,SFM,48.71,4947027028.567319,Retail Trade,Food Retail,-22.2130979265038
13.0,7.0,SFL,11.69,1606990060.6585789,Transportation,Marine Shipping,11.206159110350733
50.0,6.0,SFBS,67.2,3658043460.269865,Finance,Regional Banks,-25.5952380952381
,,SFB,20.71,6926547328.0,Finance,Investment Managers,
67.0,6.0,SF/PD,17.55,6926547328.0,Finance,Investment Managers,281.76638176638176
67.0,6.0,SF/PC,24.65,6926547328.0,Finance,Investment Managers,171.8052738336714
67.0,6.0,SF/PB,23.98,6926547328.0,Finance,Investment Managers,179.3994995829858
67.0,6.0,SF,68.36,6972445521.161538,Finance,Investment Managers,-1.9894675248683433
11.6,7.0,SEMR,13.48,1930752805.82823,Technology Services,Packaged Software,-13.946587537091993
31.0,8.0,SEM,24.29,3114306680.135,Health Services,Hospital/Nursing Management,27.62453684643887
63.5,9.0,SEIC,64.8,8526882499.369856,Finance,Investment Managers,-2.0061728395061684
40.5,9.0,SEE,36.695,5300064368.017726,Process Industries,Containers/Packaging,10.369260117182177
94.94,6.0,SEDG,97.265,5525744361.694067,Producer Manufacturing,Electrical Products,-2.3903768056340953
11.29,4.0,SEAT,6.315,1337928437.7132702,Consumer Services,Movies/Entertainment,78.78068091844811
63.17,7.0,SEAS,50.98,3259866795.889633,Consumer Services,Movies/Entertainment,23.911337779521393
54.52,8.0,SE,37.99,21443893920.0,Retail Trade,Department Stores,43.51145038167939
46.17,6.0,SDGR,35.35,2546358183.460765,Technology Services,Packaged Software,30.608203677510605
91.0,7.0,SCL,94.95,2123782737.4943893,Process Industries,Chemicals: Specialty,-4.160084254870988
73.25,9.0,SCI,68.435,10234809086.429256,Consumer Services,Other Consumer Services,7.0358734565646195
71.44,7.0,SCHW/PJ,20.05,124315553707.0,Finance,Investment Banks/Brokers,256.3092269326683
71.44,7.0,SCHW/PD,25.2,124315553707.0,Finance,Investment Banks/Brokers,183.49206349206347
71.44,7.0,SCHW,68.435,124780506276.59937,Finance,Investment Banks/Brokers,4.391027982757354
61.0,7.0,SCCO,86.795,67102121891.81208,Non-Energy Minerals,Other Metals/Minerals,-29.719453885592486
110.79,5.0,SBUX,94.88,107850093439.1457,Consumer Services,Restaurants,16.768549747048915
5.73,1.0,SBSW,5.73,3898845774.3328,Non-Energy Minerals,Precious Metals,0.0
15.25,8.0,SBRA,14.465,3324936623.0,Finance,Real Estate Investment Trusts,5.426892499135846
24.0,10.0,SBLK,21.5,2018028477.0596592,Transportation,Marine Shipping,11.627906976744185
10.33,5.0,SBH,13.26,1415794981.7977526,Distribution Services,Medical Distributors,-22.09653092006033
27.0,7.0,SBCF,28.29,2408890115.8413763,Finance,Regional Banks,-4.559915164369032
,,SBBA,24.99,3518343966.0,Transportation,Marine Shipping,
266.08,8.0,SBAC,253.0295,27167033153.0,Finance,Real Estate Investment Trusts,5.157699003475867
11.5,6.0,SAVE,16.569,1808797458.7685108,Transportation,Airlines,-30.59327660088116
99.5,7.0,SAVA,25.0061,1054608756.3408116,Health Technology,Biotechnology,297.90291168954775
12.0,5.0,SATS,13.9711,1172270913.5345092,Communications,Specialty Telecommunications,-14.108409502472961
21.67,4.0,SASR,26.82,1204088124.6541357,Finance,Regional Banks,-19.202087994034297
161.33,3.0,SAP,152.14,176778570687.4146,Technology Services,Packaged Software,6.04048902326806
53.5,7.0,SANM,52.37,2976657858.984396,Health Technology,Medical Specialties,2.1577238877219833
7.0,3.0,SAND,5.1766,1533217834.9154823,Non-Energy Minerals,Precious Metals,35.223892129969485
334.0,2.0,SAM,345.18,4208107058.050817,Consumer Non-Durables,Beverages: Alcoholic,-3.2388898545686327
140.33,6.0,SAIC,123.58,6433889327.664338,Technology Services,Information Technology Services,13.55397313481147
443.5,7.0,SAIA,449.7447,11939794493.799131,Transportation,Trucking,-1.388498852793601
58.5,6.0,SAH,56.28,1907140893.0148616,Retail Trade,Specialty Stores,3.9445628997867783
21.4,4.0,SAGE,22.41,1345336259.830927,Health Technology,Pharmaceuticals: Major,-4.506916555109333
25.38,3.0,SAFE,22.83,1602546891.0,Finance,Real Estate Investment Trusts,11.169513797634695
4.5,6.0,SABR,4.4812,1700531417.968987,Technology Services,Packaged Software,0.41953048290635775
25.0,7.0,SA,12.91,1078069489.2106216,Non-Energy Minerals,Precious Metals,93.64833462432223
25.98,10.0,S,27.748,8287627672.809143,Technology Services,Packaged Software,-6.3716303877756975
,,RZC,26.27,10709687519.0,Finance,Multi-Line Insurance,
,,RZB,25.4,10709687519.0,Finance,Multi-Line Insurance,
46.25,9.0,RYTM,46.61,2754485842.652492,Health Technology,Biotechnology,-0.7723664449688896
33.0,6.0,RYN,32.835,4856588230.0,Finance,Real Estate Investment Trusts,0.5025125628140678
33.0,3.0,RYI,35.7153,1220439520.356726,Non-Energy Minerals,Steel,-7.60262408547597
52.0,7.0,RYAN,42.285,11007867508.52139,Finance,Insurance Brokers/Services,22.975050254227277
133.0,9.0,RYAAY,134.83,24100479394.640728,Transportation,Airlines,-1.357264703700966
104.08,9.0,RY,100.95,141569518217.65198,Finance,Major Banks,3.1005448241703766
37.75,9.0,RXST,39.53,1417609281.3085053,Electronic Technology,Electronic Components,-4.502909182899066
11.33,7.0,RXRX,10.2,2202014705.060975,Health Technology,Biotechnology,11.078431372549028
18.94,9.0,RXO,23.845,2789889741.572,Technology Services,Packaged Software,-20.57035017823442
108.92,2.0,RVTY,107.63,13282326632.469742,Health Technology,Medical Specialties,1.198550589984211
,,RVT,14.61,1600250000.0,Miscellaneous,Investment Trusts/Mutual Funds,
34.56,8.0,RVMD,27.015,4424962762.177959,Health Technology,Pharmaceuticals: Other,27.92892837312605
15.58,1.0,RVLV,18.04,1301655070.413679,Retail Trade,Internet Retail,-13.636363636363633
57.0,9.0,RUSHA,47.22,3807799917.7964144,Retail Trade,Specialty Stores,20.711562897077513
19.45,2.0,RUN,19.46,4239923084.8880863,Utilities,Alternative Power Generation,-0.051387461459411934
83.0,6.0,RTX,82.9074,119212656794.98306,Electronic Technology,Aerospace & Defense,0.11169087439722444
169.64,9.0,RSG,161.86,50927062796.58138,Industrial Services,Environmental Services,4.806623007537361
295.0,5.0,RS,280.17,16101714947.615608,Non-Energy Minerals,Steel,5.29321483385087
163.0,8.0,RRX,149.06,9890042435.719507,Producer Manufacturing,Industrial Machinery,9.351938816583925
52.44,9.0,RRR,52.59,5489583646.61653,Consumer Services,Hotels/Resorts/Cruise lines,-0.285225328009138
36.89,7.0,RRC,30.54,7369450747.823606,Energy Minerals,Oil & Gas Production,20.79240340537001
,,RQI,11.8608,1576680000.0,Miscellaneous,Investment Trusts/Mutual Funds,
46.75,8.0,RPRX,27.47,16522451958.81008,Health Technology,Pharmaceuticals: Major,70.1856570804514
108.4,5.0,RPM,112.04,14433918432.650663,Process Industries,Industrial Specialties,-3.248839700107105
56.58,7.0,RPD,58.8,3613081947.6203394,Technology Services,Information Technology Services,-3.775510204081631
9.35,6.0,ROVR,10.93,1972174669.1853883,Retail Trade,Specialty Stores,-14.455626715462031
137.4,8.0,ROST,136.53,45965050264.5499,Retail Trade,Apparel/Footwear Retail,0.637222588442104
545.55,6.0,ROP,542.36,57936044055.60081,Technology Services,Packaged Software,0.5881702190426914
45.61,9.0,ROL,42.85,20741022186.292923,Consumer Services,Other Consumer Services,6.441073512252037
89.8,1.0,ROKU,94.675,13490793695.61386,Consumer Durables,Electronics/Appliances,-5.149194613150251
289.58,6.0,ROK,309.48,35460757307.84001,Electronic Technology,Electronic Equipment/Instruments,-6.43014088147862
16.29,7.0,ROIV,10.73,8626076447.917458,Health Technology,Pharmaceuticals: Major,51.81733457595525
13.17,6.0,ROIC,13.95,1745124986.0,Finance,Real Estate Investment Trusts,-5.5913978494623615
190.0,2.0,ROG,137.29,2555861883.5457277,Process Industries,Chemicals: Specialty,38.39318231480808
46.75,6.0,ROAD,44.49,2345048875.6124578,Industrial Services,Engineering & Construction,5.079793211957739
8.42,8.0,RNW,7.54,2812703856.270416,Utilities,Alternative Power Generation,11.671087533156497
29.63,5.0,RNST,33.78,1896461471.2204304,Finance,Regional Banks,-12.285375962107763
251.29,6.0,RNR/PG,17.3,9955005161.0,Finance,Property/Casualty Insurance,1352.543352601156
251.29,6.0,RNR/PF,23.79,9955005161.0,Finance,Property/Casualty Insurance,956.2841530054645
251.29,6.0,RNR,195.3,9993895897.724377,Finance,Property/Casualty Insurance,28.668714797747043
39.38,3.0,RNG,34.4616,3230673891.0233927,Technology Services,Packaged Software,14.272117371218997
157.0,6.0,RMD,173.33,25495439309.587093,Health Technology,Medical Specialties,-9.421335025673578
70.0,9.0,RMBS,69.8,7504144730.572458,Electronic Technology,Semiconductors,0.28653295128940237
13.92,8.0,RLJ/PA,24.5,1845197250.0,Finance,Real Estate Investment Trusts,-43.183673469387756
13.92,8.0,RLJ,11.95,1845197250.0,Finance,Real Estate Investment Trusts,16.48535564853557
